Country,StateFull,State,Year,GDP,All GHG,CH4,CO2,N2O,F-Gas
US,Wyoming,WY,2000,7028346000,182.03001728,0,0,0,0
US,Wyoming,WY,2001,7918039000,185.401243343,0,0,0,0
US,Wyoming,WY,2002,7809796000,184.201094514,0,0,0,0
US,Wyoming,WY,2003,9065568000,190.104612221,0,0,0,0
US,Wyoming,WY,2004,10345867000,192.476610108,0,0,0,0
US,Wyoming,WY,2005,13222201000,195.655467504,0,0,0,0
US,Wyoming,WY,2006,16010906000,200.686163058,0,0,0,0
US,Wyoming,WY,2007,18463436000,210.054026785,0,0,0,0
US,Wyoming,WY,2008,22826445000,210.884106088,0,0,0,0
US,Wyoming,WY,2009,17478507000,201.047915119,0,0,0,0
US,Wyoming,WY,2010,18614652000,205.589591186,0,0,0,0
US,Wyoming,WY,2011,19614591000,200.583685672,0,0,0,0
US,Wyoming,WY,2012,18004944000,215.290073553,0,0,0,0
US,Wyoming,WY,2013,17809599000,226.793812854,0,0,0,0
US,Wyoming,WY,2014,18271502000,210.55523547,0,0,0,0
US,Wyoming,WY,2015,16516120000,180.691786594,0,0,0,0
US,Wyoming,WY,2016,15164898000,162.389202848,0,0,0,0
US,Wyoming,WY,2017,15976363000,198.608348883,0,0,0,0
US,Wyoming,WY,2018,17122283000,179.014580985,0,0,0,0
